X,Y,OBJECTID,BUSLIC_ID,BUSLIC_LOCATION_ID,DEA_FACILITY_OWNER,DEA_FACILITY_NAME,DEA_BUSINESS_CONTACT,DEA_BUSINESS_PHONE,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,SIGNID
-122.334669066268191,47.583651168944726,157,656046,682950,OUTDOOR RESEARCH LLC,OUTDOOR RESEARCH,AUDREY HICKS,2064678197           ,"2203 1ST AVE S, SEATTLE, WA 98134",44,,,,,,,,,,,,,,,,N,,,,,,,
-122.325704553279351,47.600712678176528,158,666623,690382,UNITED PARKING SERVICES LLC,UNITED PARKING #4591,JONATHAN DIAMOND,2062843100           ,"601 S WASHINGTON ST, SEATTLE, WA 98104",40,,,,,,,,,,,,,,,,N,,,,,,,
-122.283077368240356,47.53747404006743,159,669068,595312,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A985,JONATHAN DIAMOND,2062843100           ,"3900 S OTHELLO ST, SEATTLE, WA 98118",31,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A985,,N,,,,,,,
-122.322834231192971,47.596249124007137,160,681894,701346,SEATTLE CHINATOWN INTL DISTRICT PDA,PARKING,MICHIO TESHIMA,2068388231           ,"701 8TH AVE S, SEATTLE, WA 98104",78,,,,,,,,,,,,,,,,N,,,,,,,
-122.347041939905452,47.621451240254729,161,534498,593938,DIAMOND PARKING SERVICES LLC,DIAMOND #A089,JONATHAN DIAMOND,2062843100           ,"516 BROAD ST, SEATTLE, WA 98109",36,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A089,,N,DIAMOND,0,,,,,
-122.356302801099133,47.623104652012564,162,574595,625135,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A824,JONATHAN DIAMOND,2062843100           ,"434 QUEEN ANNE AV N, SEATTLE, WA   98109",12,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A824,,N,DIAMOND,0,,,,,
-122.356359928711868,47.621438941576244,163,534515,593947,DIAMOND PARKING SERVICES LLC,DIAMOND  #A184,JONATHAN DIAMOND,2062843100           ,"314 QUEEN ANNE AV N, SEATTLE, WA   98109",28,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A184,,N,DIAMOND,0,,,,,
-122.363784506117568,47.622347487417827,164,534478,593930,DIAMOND PARKING SERVICES LLC,DIAMOND #A119,JONATHAN DIAMOND,2062843100           ,"401 ELLIOTT AV W, SEATTLE, WA   98119",432,,,,,GARAGE,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A119,,N,DIAMOND,0,,,,,
-122.358377144038329,47.620763966307393,165,574572,625108,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A128,JONATHAN DIAMOND,2062843100           ,"233 1ST AV W, SEATTLE, WA   98109",22,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A128,,N,DIAMOND,0,,,,,
-122.32599699454633,47.596030110554992,166,19669,17412,NIKKEI CONCERNS,KOKORO-KAI DAY SOCIAL CENTER,,2063299575           ,"700 6TH AVE S, SEATTLE, WA 98104",14,,,,,,,,,,,,,,,,N,,,,,,,
-122.321103484938391,47.60778270231188,167,615043,654010,REPUBLIC PARKING N W INC,REPUBLIC PARKING #573 - SMC SOI GARAGE,GARY BECK,2067834144           ,"601 BROADWAY, SEATTLE, WA 98122",224,,,,,,,,,,,,,,,,N,,,,,,,
-122.311084767789566,47.607018596128746,168,615046,654015,REPUBLIC PARKING N W INC,REPUBLIC PARKING #577 - SMC VHERRY HILL SURFACE,GARY BECK,2067834144           ,"550 16TH AVE, SEATTLE, WA 98122",19,,,,,,,,,,,,,,,,N,,,,,,,
-122.336558617814731,47.602841838996198,169,658501,684468,UNITED PARKING SERVICES LLC,UNITED PARKING #4578,JONATHAN DIAMOND,2062843100           ,"801 WESTERN AVE, SEATTLE, WA 98104",47,,,,,,,,,,,,,,,,N,,,,,,,
-122.382598284421064,47.666289308022428,170,681926,701367,BALLARD PARKING LLC,BALLARD PARKING,JAMES RIGGLE,2067895010           ,"5216 BALLARD AVE NW, SEATTLE, WA 98107",66,,,,,,,,,,,,,,,,N,,,,,,,
-122.348572163398075,47.619153309544664,171,658769,684664,INTERNATIONAL PARKING MANAGEMENT INC,IPM FISHER PLAZA,JOAN SUNDBERG,2062540811           ,"140 4TH AVE N, SEATTLE, WA 98109",490,,,,,,,,,,,,,,,,N,,,,,,,
-122.358238154159963,47.624779968471643,172,673024,695094,LAZ PARKING NORTHWEST LLC,LAZ PARKING NORTHWEST LLC,ALAN LAZOWSKI,8605227641           ,"100 W MERCER ST, SEATTLE, WA 98119-3930",38,,,,,,,,,,,,,,,,N,,,,,,,
-122.327069272615091,47.581097343411535,173,678505,699117,MCFARLAND CARMEN,CARMENS PARKING,CARMEN MCFARLAND,2534865201           ,"500 S LANDER ST, SEATTLE, WA 98134",80,,,,,,,,,,,,,,,,N,,,,,,,
-122.322528442931088,47.606977241026115,174,615044,654012,REPUBLIC PARKING N W INC,REPUBLIC PARKING #574 - SMC MINOR AVE GARAGE,GARY BECK,2067834144           ,"601 MINOR AVE, SEATTLE, WA 98104",987,,,,,,,,,,,,,,,,N,,,,,,,
-122.332968269791138,47.606485281278772,175,658621,684562,ABM ONSITE SERVICES WEST INC,ABM PARKING #6236,YONAS AHMED,2062670446           ,"1000 4TH AVE, SEATTLE, WA 98104",150,,,,,,,,,,,,,,,,N,,,,,,,
-122.281456470239547,47.538673826089692,176,643856,673489,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A438,JONATHAN DIAMOND,2062843100           ,"7100 M L KING JR WAY S, SEATTLE, WA 98118",31,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A438,,N,,,,,,,
-122.333370212832918,47.609462922822445,177,684311,703050,LAZ PARKING NORTHWEST LLC,SEATTLE HILTON,ALAN LAZOWSKI,8605227641           ,"1301 6TH AVE, SEATTLE, WA 98101",520,,,,,,,,,,,,,,,,N,,,,,,,
-122.325125504148971,47.634084410759556,178,673021,695091,LAZ PARKING NORTHWEST LLC,LAZ PARKING NORTHWEST LLC,ALAN LAZOWSKI,8605227641           ,"1600 EASTLAKE AVE E, SEATTLE, WA 98102-3709",18,,,,,,,,,,,,,,,,N,,,,,,,
-122.307056253628531,47.616446439441525,179,669038,576755,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A350,JONATHAN DIAMOND,2062846303           ,"1634 19TH AVE, SEATTLE, WA 98122",35,,,,,,,,,,,,,,,,N,,,,,,,
-122.326601209622922,47.601381286605125,180,19948,17658,INTL DISTRICT MERCHANTS PARKING ASSN,INTL DIST MERCHANTS #25,MICHAEL OLSON,2066243426           ,"537 YESLER WY, SEATTLE, WA   98104",30,,,,,,,,,,,,,,,,N,MERCHANTS PARKING ASSOC,0,,,,,
-122.326305249658219,47.638377425880691,181,649557,678059,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A445,JONATHAN DIAMOND,2062843100           ,"2203 EASTLAKE AVE E, SEATTLE, WA 98102",8,,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A445,,N,,,,,,,
-122.374390870306883,47.663272192556754,182,679532,625098,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A603,JONATHAN DIAMOND,2062843100           ,"1401 LEARY WAY NW, SEATTLE, WA 98117",32,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A603,,N,,,,,,,
-122.316246746135477,47.661582574741487,183,666878,690565,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU05,JONATHAN DIAMOND,2062843100           ,"1100 NE 45TH ST, SEATTLE, WA 98115",78,45th St Plaza,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU05,,N,,,,,,,
-122.318097010923964,47.674365422461612,184,666876,690563,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU01,JONATHAN DIAMOND,2062843100           ,"6300 9TH AVE NE, SEATTLE, WA 98115",55,Seattle Healing Arts,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU01,,N,,,,,,,
-122.319490503938297,47.678416662831111,185,643217,673071,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU11,JONATHAN DIAMOND,2062843100           ,"6801 ROOSEVELT WAY NE, SEATTLE, WA 98115",155,Calvary Christian Church,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU11,,N,,,,,,,
-122.316752367421856,47.682168455127581,186,666879,690566,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU43,JONATHAN DIAMOND,2062843100           ,"7300 ROOSEVELT AVE NE, SEATTLE, WA 98115",125,Roosevelt Safeway,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU43,,N,,,,,,,
-122.309667028498765,47.660158606811564,187,666880,690567,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU45,JONATHAN DIAMOND,2062843100           ,"1700 NE 45TH ST, SEATTLE, WA 98115",12,Key Bank Wallingford,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU45,,N,,,,,,,
-122.321202349779256,47.623769658100905,188,600954,644074,UNITED PARKING SERVICES LLC,UNITED PARKING # 4546,JONATHAN DIAMOND,0000000000           ,"523 BROADWAY E, SEATTLE, WA 98102",346,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=4546,,N,,,,,,,
-122.344561750465459,47.625190444139747,189,574588,625125,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A289,JONATHAN DIAMOND,2062843100           ,"601 ROY ST, SEATTLE, WA   98109",52,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A289,,N,DIAMOND,0,,,,,
-122.320518672888866,47.621849971082753,190,515047,580602,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A861,JONATHAN DIAMOND,2069929475           ,"324 BROADWAY E, SEATTLE, WA   98102",11,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A861,,N,DIAMOND,0,,,,,
-122.295561316824362,47.623642532565903,191,603353,645751,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A324,JONATHAN DIAMOND,2062846303           ,"2811 E MADISON ST, SEATTLE, WA   98112",10,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A324,,N,DIAMOND,0,,,,,
-122.336439935954886,47.625379965727028,192,648379,677161,SP PLUS CORPORATION,TERRY & VALLEY LOT,BILL BEATTIE,2063818552           ,"625 BOREN AVE N, SEATTLE, WA 98109",216,Terry & Valley Lot,24 Hours,24 Hours,24 Hours,SURFACE LOT,9.76,9.76,,21.96,,,,,http://seattleparking.spplus.com/625-BOREN-AVE-NORTH.html,,N,,,,,,,
-122.330619983022615,47.624886407751632,193,633755,667099,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A 417,JONATHAN DIAMOND,2064367266           ,"624 YALE AVE N, SEATTLE, WA 98109",15,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A417,,N,,,,,,,
-122.330065654952335,47.624880185596687,194,633816,667142,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A399,JONATHAN DIAMOND,2062843100           ,"617 EASTLAKE AVE E, SEATTLE, WA 98109",75,,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A399,,N,,,,,,,
-122.332107415728018,47.624590369933223,195,650251,678597,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A446,JONATHAN DIAMOND,2062843100           ,"611 PONTIUS AVE N, SEATTLE, WA 98109",7,,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A446,,N,,,,,,,
-122.344084834753133,47.6249474330683,196,596843,641230,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A326,JONATHAN DIAMOND,2062843100           ,"601 AURORA AV N, SEATTLE, WA   98109",20,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A326,,N,DIAMOND,0,,,,,
-122.348431447700094,47.62476297581766,197,635810,668513,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A400,JONATHAN DIAMOND,2062843100           ,"400 MERCER ST, SEATTLE, WA 98109",74,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A400,,N,,,,,,,
-122.298733997538662,47.577013560300045,198,584425,632003,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A981,JONATHAN DIAMOND,2062843100           ,"2929 27TH AV S, SEATTLE, WA   98144",75,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A981,,N,DIAMOND,0,,,,,
-122.387733480494603,47.56086771031687,199,0,2000003,,WEST SEATTLE JUNCTION ASSOCIATION,, ,,,,,,,,,,,,,,(206) 935-0904,,http://wsjunction.org/maps/,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,,,,,
-122.295616476750354,47.575528023272895,200,603379,645765,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A942,JONATHAN DIAMOND,2062846303           ,"3100 RAINIER AV S, SEATTLE, WA   98144",19,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A942,,N,DIAMOND,0,,,,,
-122.333714719097486,47.576800744529862,201,640325,671117,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A414,JONATHAN DIAMOND,2062843100           ,"2930 1ST AVE S, SEATTLE, WA 98134",23,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A414,,N,,,,,,,
-122.297008548964527,47.577345665861237,202,665391,689415,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A467,JONATHAN DIAMOND,2062843100           ,"2910 RAINIER AVE S, SEATTLE, WA 98144",25,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A467,,N,,,,,,,
-122.332624790174862,47.581776634392462,203,582299,630527,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A-984,JONATHAN DIAMOND,2062843100           ,"2250 OCCIDENTAL AV S, SEATTLE, WA   98134",80,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A984,,N,DIAMOND,0,,,,,
-122.356191475459482,47.625063540943927,204,534450,593920,DIAMOND PARKING SERVICES LLC,DIAMOND #A228,JONATHAN DIAMOND,2062843100           ,"10 MERCER ST, SEATTLE, WA   98109",7,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A228,,N,DIAMOND,0,,,,,
-122.340838807761884,47.625907820050784,205,574691,582531,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A478,JONATHAN DIAMOND,2062846303           ,"802 ROY ST, SEATTLE, WA 98109",165,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A478,,N,,,,,,,
-122.340131719576235,47.625571982152898,206,671304,693812,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A484,JONATHAN DIAMOND,2062843100           ,"701 9TH AVE N, SEATTLE, WA 98109",41,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A484,,N,,,,,,,
-122.359542636927102,47.62279255942736,207,574577,625113,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A163,JONATHAN DIAMOND,2062843100           ,"425 2ND AV W, SEATTLE, WA   98119",28,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A163,,N,DIAMOND,0,,,,,
-122.355894366403277,47.623001008018733,208,574573,625109,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A131,JONATHAN DIAMOND,2062843100           ,"415 1ST AV W, SEATTLE, WA   98119",77,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A131,,N,DIAMOND,0,,,,,
-122.359628268923331,47.622378329165578,209,588419,635157,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A046,JONATHAN DIAMOND,2062846303           ,"401 2ND AV W, SEATTLE, WA   98119",42,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A046,,N,DIAMOND,0,,,,,
-122.347201762023317,47.621678912036259,210,534447,593919,DIAMOND PARKING SERVICES LLC,DIAMOND  #A178,JONATHAN DIAMOND,2062843100           ,"318 5TH AV N, SEATTLE, WA   98109",53,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A178,,N,DIAMOND,0,,,,,
-122.360376976768549,47.622296859489623,211,520522,584695,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A-869,JONATHAN DIAMOND,2062846303           ,"220 W HARRISON ST, SEATTLE, WA   98119",37,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A869,,N,DIAMOND,0,,,,,
-122.355863250208387,47.621927021118665,212,672907,694994,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A486,JONATHAN DIAMOND,2062813400           ,"325 1ST AVE N, SEATTLE, WA 98109",40,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A486,,N,,,,,,,
-122.328365878041225,47.587200130170601,213,599579,643028,TERIS PROPERTIES,TERIS PROPERTIES,KURT BRAY,2062321883           ,"1732 4TH AV S, SEATTLE, WA   98134",108,,,,,,,,,,,,,,,,Y,,0,,,,,
-122.354551479709173,47.623614042207571,214,626002,661873,UNITED PARKING SERVICES LLC,UNITED PARKING #4595,JONATHAN DIAMOND,2062843100           ,"100 REPUBLICAN ST, SEATTLE, WA 98109",274,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=4595,,N,,,,,,,
-122.347078627270363,47.622308111120077,215,107853,97069,SEATTLE CENTER,SEATTLE CENTER PARKING #2,X X,2066847330           ,"516 W HARRISON ST, SEATTLE, WA 98109",841,5th Ave N Garage,24 Hours,24Hours,24 Hours,GARAGE,5,10,12,24,,,,,http://www.seattlecenter.com/transportation/parking/fifth.aspx,,N,,,,,,,
-122.342123337180979,47.628170593162189,216,560689,614869,IMPERIAL PARKING US INC,IMPARK #57,EDWARD DANYLUK,2063811789           ,"1000 DEXTER AV N, SEATTLE, WA   98109",576,,7:00am - 7:00pm,Closed,Closed,,4,6,8,14,,,,,"https://lots.impark.com/imp?_ga=1.99359390.147180094.1470262460#details=25,57",,N,IMPARK,0,,,,,
-122.341713069098844,47.632636044769825,217,575119,625376,IMPERIAL PARKING US INC,IMPARK #79,EDWARD DANYLUK,2063811789           ,"1505 WESTLAKE AV N, SEATTLE, WA   98109",445,West Lake Union Center,7:00am - 7:00pm,CLOSED,CLOSED,,6,8,10,14,,,,,"https://lots.impark.com/imp?_ga=1.99359390.147180094.1470262460#details=25,79",,N,IMPARK,0,,,,,
-122.383488656662379,47.667408029861669,218,579894,628638,REPUBLIC PARKING N W INC,REPUBLIC #30 - 109  - BALLARD LANDMARK,GARY BECK,2067834144           ,"5433 LEARY AV NW, SEATTLE, WA   98107",28,Ballard Landmark,6:00am - 12:00am,6:00am - 12:00am,6:00am - 12:00am,GARAGE,1,2,4,,,,,,http://www.rpnw.com/lot/seattle/30-109,,N,REPUBLIC - BALLARD LANDMARK,0,,,,,
-122.330852296935902,47.623364804830338,219,657553,683879,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A462,JONATHAN DIAMOND,2062843100           ,"1260 REPUBLICAN ST, SEATTLE, WA 98102",10,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A462,,N,,,,,,,
-122.329595079600963,47.623333999450082,220,639845,670831,ACE PARKING MANAGEMENT INC,ACE PARKING #3260,BRYAN COLLINS,6192336624           ,"501 EASTLAKE AVE E, SEATTLE, WA 98109",173,,5:00am - 10:00pm,5:00am - 10:00pm,5:00am - 10:00pm,,,,,,,,,,http://www.aceparking.com/find-parking/,,N,,,,,,,
-122.330283876464918,47.623230131747867,221,639844,670828,ACE PARKING MANAGEMENT INC,ACE PARKING #3261,BRYAN COLLINS,6192336624           ,"500 YALE AVE N, SEATTLE, WA 98109",131,,5:00am - 10:00pm,5:00am - 10:00pm,5:00am - 10:00pm,,,,,,,,,,,,N,,,,,,,
-122.333902025525248,47.62251055990059,222,685819,704190,IMPERIAL PARKING US INC,IMPARK #122,EDWARD DANYLUK,2063811789           ,"400 FAIRVIEW AVE N, SEATTLE, WA 98109",418,400 Fairview - Lot #122,,,,,6,9,12,26,,,,,"https://lots.impark.com/imp?_ga=1.99359390.147180094.1470262460#details=25,122",,N,,,,,,,
-122.329415137682545,47.622150702110318,223,574586,625123,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A268,JONATHAN DIAMOND,2062843100           ,"401 EASTLAKE AV E, SEATTLE, WA   98102",28,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A268,,N,DIAMOND,0,,,,,
-122.331383177544538,47.623402032403696,224,534605,595353,DIAMOND PARKING SERVICES LLC,DIAMOND #A881,JONATHAN DIAMOND,2062843100           ,"500 PONTIUS AV N, SEATTLE, WA   98121",73,,,,,SURFACE LOT,,,,,2,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A881,,N,DIAMOND,0,,,,,
-122.33264245762544,47.622393649603723,225,603317,645728,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A271,JONATHAN DIAMOND,2062846303           ,"414 MINOR AV N, SEATTLE, WA 98109",53,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A271,,N,DIAMOND,0,,,,,
-122.329479829095874,47.622462653918959,226,588428,635166,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A275,JONATHAN DIAMOND,2062846303           ,"411 EASTLAKE AV E, SEATTLE, WA   98109",26,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A275,,N,DIAMOND,0,,,,,
-122.346484647366552,47.621899137311331,227,534517,593948,DIAMOND PARKING SERVICES LLC,DIAMOND  #A230,JONATHAN DIAMOND,2062843100           ,"530 BROAD ST, SEATTLE, WA   98121",40,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A230,,N,DIAMOND,0,,,,,
-122.357561523121262,47.623898318514144,228,505461,573814,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A844,JONATHAN DIAMOND,2062846303           ,"516 1ST AV W, SEATTLE, WA   98119",13,,,,,GARAGE,,,,,6,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A844,,N,DIAMOND,0,,,,,
-122.355863250208387,47.621927021118665,229,534502,593940,DIAMOND PARKING SERVICES LLC,DIAMOND  #A101,JONATHAN DIAMOND,2062843100           ,"325 1ST AV N, SEATTLE, WA 98109",60,,,,,SURFACE LOT,,,,,3,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A101,,N,DIAMOND,0,,,,,
-122.333730652863409,47.587057434792214,230,637198,669468,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A423,JONATHAN DIAMOND,2062843100           ,"1740 1ST AVE S, SEATTLE, WA 98134",25,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A423,,N,,,,,,,
-122.333543447835339,47.587196795808786,231,639579,670656,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A428,JONATHAN DIAMOND,2062843100           ,"1730 1ST AVE S, SEATTLE, WA 98134",7,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A428,,N,,,,,,,
-122.30934012438567,47.594224907887963,232,624946,661113,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A388,JONATHAN DIAMOND,2062843100           ,"901 HIAWATHA PL S, SEATTLE, WA 98144",8,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A388,,N,,,,,,,
-122.326704903853908,47.594162500850878,233,509780,576754,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A848,JONATHAN DIAMOND,2062846303           ,"1005 6TH AV S, SEATTLE, WA   98134",350,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A848,,N,DIAMOND,0,,,,,
-122.33457717487893,47.587880546255803,234,627227,662686,REPUBLIC PARKING N W INC,REPUBLIC PARKING #30 -145,GARY BECK,2067834144           ,"1701 1ST AVE S, SEATTLE, WA 98134",60,SURFACE LOT,,,,,4,4,12,,,,,,http://www.rpnw.com/lot/seattle/30-145,,N,,,,,,,
-122.32958299328196,47.586826729949685,235,512856,578896,BUTLER PARKING CORP,BUTLER PARKING CORP,GEORGE HAMILTON,2066224367           ,"1741 4TH AV S, SEATTLE, WA   98134",18,,,,,,,,,,,,,,http://bpcparking.com/public-parking,,Y,BUTLER,0,,,,,
-122.32944402489062,47.588008984231166,236,541374,600468,FARWEST SPORTS INC,OUTDOOR EMPORIUM,MICHAEL COOMBS,2539222581           ,"1701 4TH AV S, SEATTLE, WA   98134",30,,,,,,,,,,,,,,http://www.sportco.com/,,Y,OUTDOOR EMPORIUM,0,,,,,
-122.301721166496037,47.596767123832443,237,629614,664324,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A405,JONATHAN DIAMOND,2062843100           ,"513 23RD AVE S, SEATTLE, WA 98144",48,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A405,,N,,,,,,,
-122.328333347187737,47.588954237570327,238,687172,705180,INTERNATIONAL PARKING MANAGEMENT INC,IPM #15,JOAN SUNDBERG,2062540811           ,"1550 4TH AVE S, SEATTLE, WA 98134",68,,,,,SURFACE LOT,,,,,,,,,http://www.ipmseattle.com/locations/lot.asp?id=503,,N,,,,,,,
-122.329698640973589,47.588562849773567,239,521494,585503,FILSON CORP,FILSON CORP,DICK HOLCOMBE,2068053748           ,"1555 4TH AV S, SEATTLE, WA   98134",27,,,,,,,,,,,,,,http://www.filson.com/,,Y,FILSON CORPORATION,0,,,,,
-122.333682326086674,47.588766013156231,240,519695,584049,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A944,JONATHAN DIAMOND,2062846303           ,"1560 1ST AV S, SEATTLE, WA   98134",241,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A944,,N,DIAMOND,0,,,,,
-122.302440835453226,47.595906346000916,241,689720,705409,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A623,JONATHAN DIAMOND,2062843100           ,"715 23RD AVE S, SEATTLE, WA 98144",20,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A623,,N,,,,,,,
